V1,V2,V3,V4,V5,V6,V7,V1.1,V2.1,V3.1,V4.1,V5.1,V6.1,V7.1,V1.2,V2.2,V3.2,V4.2,V5.2,V6.2,V7.2,V1.3,V2.3,V3.3,V4.3,V5.3,V6.3,V7.3,V1.4,V2.4,V3.4,V4.4,V5.4,V6.4,V7.4,V1.5,V2.5,V3.5,V4.5,V5.5,V6.5,V7.5,V1.6,V2.6,V3.6,V4.6,V5.6,V6.6,V7.6,V1.7,V2.7,V3.7,V4.7,V5.7,V6.7,V7.7,V1.8,V2.8,V3.8,V4.8,V5.8,V6.8,V7.8,V1.9,V2.9,V3.9,V4.9,V5.9,V6.9,V7.9,V1.10,V2.10,V3.10,V4.10,V5.10,V6.10,V7.10,V1.11,V2.11,V3.11,V4.11,V5.11,V6.11,V7.11,V1.12,V2.12,V3.12,V4.12,V5.12,V6.12,V7.12,V1.13,V2.13,V3.13,V4.13,V5.13,V6.13,V7.13,V1.14,V2.14,V3.14,V4.14,V5.14,V6.14,V7.14
2016.07.29,00:00,100.23,100.278,100.13,100.155,433,2016.07.29,00:00,100.157,100.159,99.996,100.001,433,2016.07.29,00:00,99.999,100.012,99.918,100.001,433,2016.07.29,00:00,100,100,100,100,433,2016.07.29,00:00,100,100,100,100,433,2016.07.29,00:00,100.354,100.48,99.916,100.063,433,2016.07.29,00:00,100.064,100.109,99.91,99.992,433,2016.07.29,00:00,99.991,100.278,99.92,100.155,433,2016.07.29,00:00,100.157,100.159,99.918,99.983,433,2016.07.29,00:00,100.157,100.159,99.918,99.983,433,2016.07.29,00:00,101.078,101.131,100.763,100.787,433,2016.07.29,00:00,100.799,100.994,100.372,100.64,433,2016.07.29,00:00,100.643,100.848,99.91,100.155,433,2016.07.29,00:00,100.157,100.159,99.918,99.983,433,2016.07.29,00:00,100.157,100.159,99.918,99.983,433

00.106,433
937,433
3

146.716,146.766,433




